,Pressure (bars),H2,He,H2O,CH4,NH3,N2,C2H6,CO2,CH3NH2,CO
140,3.0424361767690035e-08,0.66962701459,0.16906289825,0.10572405775000002,0.048422658503,4.3073103388e-06,0.0071365382477,3.5673640326999994e-16,2.601098599e-10,1.049996198e-26,4.4866536519e-15
141,2.6886248066529438e-08,0.66962742976,0.16906281375,0.10572400476000002,0.048422634223,3.8075503445999997e-06,0.007136784559,3.5673582435e-16,3.3288321709e-10,9.2816829711e-27,5.7419329541e-15
142,2.3759589128427652e-08,0.66962779797,0.1690627388,0.1057239577,0.048422612663,3.3644051725e-06,0.0071370029668,3.5673531051e-16,4.2636259479000003e-10,8.2014177873e-27,7.3543745779e-15
143,2.099653600438446e-08,0.66962812276,0.1690626727,0.10572391613,0.04842259361,2.9736327152e-06,0.0071371955617,3.5673485675e-16,5.4579810655e-10,7.2488245523e-27,9.4145389253e-15
144,1.855480420138846e-08,0.6696284112099999,0.16906261401,0.10572387912,0.048422576644,2.6267420561e-06,0.0071373665285,3.5673445311e-16,6.994901153e-10,6.403204181e-27,1.2065600781e-14
145,1.6397026580002085e-08,0.66962867826,0.16906255967999997,0.10572384471,0.048422560865000006,2.305835108e-06,0.007137524688,3.6039450895e-16,9.1816483691e-10,5.7092529117e-27,1.5940151424e-14
146,1.449018150486198e-08,0.66962890191,0.1690625142,0.10572381575,0.048422547579,2.0373095858e-06,0.0071376570301,3.6039419082e-16,1.1761714801e-09,5.0443800461000006e-27,2.0419386734e-14
147,1.2805087496773325e-08,0.66962909891,0.16906247416,0.10572379004999999,0.048422535782,1.8011152603000003e-06,0.0071377734365,3.6039390918e-16,1.5049023759e-09,4.4595603226e-27,2.6126462543e-14
148,1.1315956652786066e-08,0.66962927398,0.1690624386,0.10572376697,0.048422525175,1.5916299917e-06,0.0071378766776,3.6039365707e-16,1.9271387972e-09,3.9408730273e-27,3.345688369e-14
149,1e-08,0.66962942952,0.16906240704999997,0.10572374615,0.048422515593,1.4060430595e-06,0.0071379681385,3.6039343073e-16,2.4694781503e-09,3.4813586159e-27,4.2872406924e-14
