,Pressure (bars),H2,He,H2O,CH4,NH3,N2,CO,CO2,C2H6,HCN
110,9.623951486321596e-06,0.6811263728753891,0.16859729806041596,0.09673741971964768,0.04141695584512558,0.0023553252631802134,0.004649448644926861,0.00028811599288453335,0.002495720056902115,0.000159147368137605,0.0018584598454784308
111,8.069696168080696e-06,0.6826165239015254,0.1684440203146483,0.09570509400253306,0.04077059782512309,0.0020558999460948742,0.004667764515237099,0.00031714501262615545,0.0027548312128569323,0.00013299998998373991,0.002028276981006161
112,6.766451008994644e-06,0.6841428813433817,0.16826631898019756,0.09456005819928137,0.04006496739582195,0.0017346665121237145,0.004687320342530054,0.0003489918169897502,0.003038263458132732,0.00010431896077519677,0.002204980760240362
113,5.673678203427843e-06,0.685661004468909,0.16805805739783497,0.09328647458446776,0.0392903257371397,0.001392762848756271,0.004707763442276735,0.00038395178459632595,0.0033482734186006096,7.622736535566811e-05,0.0023844692993658214
114,4.757386747241826e-06,0.687124111388995,0.16781499612112918,0.09186759201839369,0.03844105995356085,0.0010371109154248732,0.004727667054959347,0.00042237638324971833,0.0036873259089255,5.216242351073289e-05,0.002558375793746752
115,3.989075138092646e-06,0.688496681675714,0.16753848205894956,0.09028666810201648,0.03752127828000246,0.0006922474483300057,0.004741964906319254,0.0004647359556240187,0.004058404087458179,3.4405047631190435e-05,0.0027118322598640005
116,3.3448448282188662e-06,0.6897539876946693,0.1672380448502399,0.08852876305570219,0.03654505239283801,0.0004114767078305849,0.004739877569740908,0.0005116544921615451,0.004464821957177647,2.324093687231789e-05,0.002824486021117954
117,2.8046568534209204e-06,0.690874823452858,0.16691656460055998,0.08657344664077474,0.035519416740772115,0.0002285651685665739,0.004715293464747579,0.0005641135743150177,0.004909475541185179,1.7267216762140415e-05,0.002882485928450538
118,2.35170851546786e-06,0.6918299465744072,0.1665623248409295,0.08439110752156653,0.03443403473395022,0.00012541325651446324,0.004672999088730192,0.0006235654984605557,0.005394278444312353,1.443474237376801e-05,0.0028865842261981706
119,1.9719107294634977e-06,0.6925775654942503,0.16615610622470647,0.08194846474419379,0.03326771892103173,6.941492303579427e-05,0.004618864425244205,0.0006915920046348226,0.00592007240851655,1.3035084644578462e-05,0.0028466521713830656
120,1.6534497789151734e-06,0.6930677180400605,0.16567965414389163,0.07921252064690823,0.03199811108992744,3.8606096449848585e-05,0.0045554822821957455,0.0007697532576787702,0.006487058143474706,1.2026211843246864e-05,0.002773250824026084
121,1.3864198467739221e-06,0.6932548224023741,0.16511646072620037,0.07615100555399854,0.030604936295825162,2.1314884636694295e-05,0.004483320614272128,0.0008596776705093358,0.007094745036740144,1.0996379021359294e-05,0.002674334824445321
122,1.162514892221131e-06,0.6931006196299305,0.1644520781267992,0.07273134980895717,0.029070105058372257,1.1562430348098854e-05,0.004402042016938027,0.0009632147275407532,0.007742114776999221,9.843613730935002e-06,0.002554924760841096
123,9.74770288942843e-07,0.6925800804509022,0.1636733315275178,0.06892141879091392,0.027377283263086125,6.139614708482213e-06,0.0043111227593390575,0.0010825587542016056,0.00842718057639806,8.605292799670938e-06,0.0024179088381951876
124,8.173461884778753e-07,0.6916844623574946,0.16276784063934968,0.06468857723726339,0.02551068967892347,3.203045426330861e-06,0.004210058300799329,0.001220479229286917,0.009146955608465707,7.352546385340709e-06,0.0022647456981847052
125,6.853458700960525e-07,0.6904235097703435,0.1617234799069191,0.05999913445403831,0.023454111244972698,1.6401941449813628e-06,0.004098407288501163,0.001380643858292014,0.009897229693542967,6.1486991165695025e-06,0.002095972702704535
